business_id,num_reviews,num_relationship_words,aunt,bff,boo,boss,boyfriend,brother,child,classmate,client,cousin,coworker,date,daughter,father,fiancee,friend,girlfriend,grandchild,grandfather,grandmother,grandparents,housemate,husband,mother,neighbor,nephew,niece,parent,partner,professor,relationship,siblings,sister,son,spouse,teacher,uncle,wife,family,romantic,friendship,professional,family_pct,romantic_pct,friendship_pct,professional_pct,name,categories,stars,review_count,address,city,state,longitude,latitude,metroarea,is_active,is_arts,is_auto,is_beautysvc,is_bicycles,is_education,is_eventservices,is_financialservices,is_food,is_health,is_homeservices,is_hotelstravel,is_localflavor,is_localservices,is_massmedia,is_nightlife,is_pets,is_professional,is_publicservicesgovt,is_religiousorgs,is_restaurants,is_shopping
vGeq7-DlPwFYAiNpuL3aTQ,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,Colorado CarShare,"Hotels & Travel, Automotive, Transportation, Local Services, Car Share Services, Community Service/Non-Profit",4,11,2855 63rd St,Boulder,CO,-105.2118567,40.0276119,Boulder,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
A_c6Mo5jHlvq-OBORQgR4A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Snap Fitness,"Active Life, Fitness & Instruction, Gyms",2,6,"165 McCaslin Blvd, Unit B",Louisville,CO,-105.1655074,39.9699292,Boulder,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hVcbmKb8TVj8bIGMX-pfXw,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1.0,0.0,0.0,0.0,The Dental Shoppe,"Health & Medical, General Dentistry, Dentists",4,13,"297 N US Hwy 287, Ste 104",Lafayette,CO,-105.103594,39.999522,Boulder,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
kXVT2ZbvfKh1ccqPEZiOOQ,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.5,0.0,0.5,0.0,FedEx Ship Center,"Shipping Centers, Couriers & Delivery Services, Professional Services, Signmaking, Local Services, Printing Services",2,15,2035 Taylor Ave,Louisville,CO,-105.1116945,39.9707907,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
S2yvS5Z8jcPRn70iCzqAcg,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Shieldmans,"Electronics, IT Services & Computer Repair, Shopping, Mobile Phones, Mobile Phone Accessories, Mobile Phone Repair, Local Services, Computers",3,10,,Boulder,CO,-105.2565265,40.0193373,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
jXOdqJd5S81P1aZTe_289Q,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Boulder Bikram Yoga,"Fitness & Instruction, Active Life, Yoga",4,17,"3035 Sterling Cir, Ste A",Boulder,CO,-105.228598,40.03007,Boulder,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
owIDPZXnozLloCacut_eig,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Canyon Automotive,"Automotive, Auto Parts & Supplies, Auto Repair",4,8,"6519 Arapahoe Rd, Ste 3",Boulder,CO,-105.2062798,40.03339786,Boulder,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vi_zwpwSHFVpoHTdlWBVVQ,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,StorQuest Self Storage,"Local Services, Self Storage",4,9,1200 Lock St,Louisville,CO,-105.128187,39.972145,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0h90AkPktqsCdU1hLU1b8A,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,"Bruno Treves, Health, Fitness & Wellness","Massage Therapy, Trainers, Reiki, Nutritionists, Fitness & Instruction, Health & Medical, Physical Therapy, Yoga, Active Life",5,7,181 Hummingbird Ln,Golden,CO,-105.186688,40.0547692,Boulder,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
c3DpqaTFKTGCfnh_qnLrIQ,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Runners Roost,"Shopping, Men's Clothing, Shoe Stores, Active Life, Fashion, Sports Wear, Sporting Goods, Outdoor Gear, Women's Clothing",4,11,459 S McCaslin Blvd,Lousiville,CO,-105.1643011,39.96416465,Boulder,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Qh9EErF8HjNcdvZ_ar8vzg,14,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,Reisman Alan DDS,"Dentists, Health & Medical, Oral Surgeons",3,14,"1075 E S Boulder Rd, Ste 135",Louisville,CO,-105.1298243,39.9875058,Boulder,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
zLbEJgz1IxoK66R6r8qwTw,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,NAPA Auto Parts - Louisville Auto Supply,"Automotive, Auto Parts & Supplies",4,6,1411 Hecla Way,Louisville,CO,-105.1228348,39.9885635,Boulder,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
p0Xdfd4WYG-bvAEh1_TWVQ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Boulder County Plumbing,"Plumbing, Home Services, Local Services",4,7,1016 Stearns Ave,Boulder,CO,-105.2021352,40.0051982,Boulder,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
NfW6S9NdKOSRHrcqo7Kf0A,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,The UPS Store,"Mailbox Centers, Home Services, Couriers & Delivery Services, Movers, Printing Services, Local Services, Notaries, Shipping Centers",3,18,"6525 Gunpark Dr, Ste 370",Boulder,CO,-105.2007782,40.0702236,Boulder,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
xKy6l3IHdPFJs8N69xGdsQ,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,Eden Massage Therapy,"Massage Therapy, Massage, Beauty & Spas, Health & Medical",4,5,3775 Iris Ave,Boulder,CO,-105.246513,40.036864,Boulder,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
u1at3Wrovnm0628ziAGGDw,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Zeal Optics,"Outdoor Gear, Eyewear & Opticians, Fashion, Sports Wear, Shopping, Sporting Goods",4,10,1230 Spruce St,Boulder,CO,-105.279758,40.01885,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
nGXFL4-yBjt86p2F5pnaJg,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Air Care Colorado Emissions Testing,"Smog Check Stations, Automotive",4,12,5655 Airport Blvd,Boulder,CO,-105.2233767,40.0377403,Boulder,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fsKp5Iz7mrv1Eg2AkhKlqQ,12,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,Mile High Gliding,"Flight Instruction, Specialty Schools, Education, Aerial Tours, Hang Gliding, Active Life, Tours, Hotels & Travel",4,12,5534 Independence Rd,Boulder,CO,-105.2267889,40.0399734,Boulder,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
yo8TGcvcsdfyWsxFFvKSEA,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,Fascinations,"Bookstores, Lingerie, Books, Mags, Music & Video, Fashion, Adult, Videos & Video Game Rental, Shopping",4,17,2560 28th St,Boulder,CO,-105.2577713,40.0267069,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0BAlES756lKzEyMQB-7T4Q,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1.0,0.0,0.0,0.0,Alpine Dentistry,"Dentists, General Dentistry, Health & Medical",3,11,"350 Broadway St, Ste 10",Boulder,CO,-105.2604372,39.996275,Boulder,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
wiqL7nPf_YcBDTIRERn-3g,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,The Pilates Doctor Studio,"Pilates, Trainers, Fitness & Instruction, Gyms, Active Life",4,5,"1445 Pearl St, Ste 100",Boulder,CO,-105.27638,40.01894,Boulder,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5MYQLOhVeWVmvjXOVlInNQ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Refuge Decor & Consignment,"Discount Store, Shopping, Used, Vintage & Consignment, Home & Garden, Home Decor, Jewelry, Thrift Stores, Antiques, Fashion",4,7,"1132 Dillon Rd, Ste 4",Louisville,CO,-105.1672133,39.9615821,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
xsfisUTDA8Ordh90UAyUEw,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Guardian Storage,"Self Storage, Local Services",4,7,1555 S 76th St,Superior,CO,-105.1755165,39.9584457,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Kqk3cZQHiWwSQTlcvmuAgQ,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.5,0.5,0.0,0.0,Madelife,"Shopping, Art Galleries, Arts & Crafts, Furniture Stores, Specialty Schools, Event Planning & Services, Venues & Event Spaces, Home & Garden, Arts & Entertainment, Art Schools, Education",4,8,2000 21st St,Boulder,CO,-105.268153,40.02058987,Boulder,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
rehesN_HAtcASmbjZGIRAw,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0.0,0.5,0.0,The World Outdoors,"Tours, Active Life, Travel Services, Hiking, Hotels & Travel",5,9,"2840 Wilderness Pl, Ste D",Boulder,CO,-105.2456745,40.026053,Boulder,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ziX-QyIC-SROlkIA9jEulg,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.5,0.0,0.5,0.0,No Place Like Home,"Furniture Stores, Shopping, Home & Garden",4,12,3550 Arapahoe Ave,Boulder,CO,-105.2484494,40.01399,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
hMM1UGKMqpc0QoFOFfgFjA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Sol Azteca,"Restaurants, Mexican",2,12,3328 28th St,Boulder,CO,-105.2583771,40.0350406,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
QrwpNiFr0FGFcOwi0QJ_pw,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Massage Boulder,"Reiki, Physical Therapy, Massage Therapy, Active Life, Fitness & Instruction, Massage, Health & Medical, Professional Services, Beauty & Spas",5,5,2825 Marine St,Boulder,CO,-105.2573198,40.0137736,Boulder,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
BVVsNkE1iVzH-5BTB9Aa3g,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0.0,0.5,0.0,B Town Wine + Spirits,"Beer, Wine & Spirits, Food",4,10,5360 Arapahoe Ave,Boulder,CO,-105.2277911,40.013803,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
JNpWM54zSeKX094YLD3GeA,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Mountains' Edge Fitness,"Fitness & Instruction, Reflexology, Active Life, Health & Medical, Yoga, Gyms, Trainers",4,17,693-K S Broadway St,Boulder,CO,-105.2494028,39.98251853,Boulder,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
YYTN_HT38-jBfThqzgkYEw,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0.0,0.5,0.0,Boulder View Apartments by ConAm Management,"Apartments, Real Estate, Home Services",2,7,6655 Lookout Rd,Boulder,CO,-105.198704,40.073277,Boulder,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
gcleYXe93TiiBE1CpCzIUw,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Topo Ranch,"Men's Clothing, Fashion, Women's Clothing, Shopping, Children's Clothing",4,10,"1505 Pearl St, Ste 103",Boulder,CO,-105.275947,40.018912,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
v2AQ0FvE-vwQHV3jENpGtQ,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,Boulder Sports Acupuncture,"Traditional Chinese Medicine, Health & Medical, Massage Therapy, Acupuncture",5,14,"3020 Carbon Pl, Ste 201",Boulder,CO,-105.2528892,40.0261785,Boulder,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
VE6ZXOzOBLxfSI0XFFCBHA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,Passport Food Truck,"Food Trucks, Food, Restaurants, Tapas/Small Plates",4,9,,Boulder,CO,-105.2077798,40.0406506,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
QkLMGBIP5Pp040l0Y9L0iA,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0.75,0.0,0.25,0.0,Valley Chrysler-Dodge,"Car Dealers, Auto Repair, Automotive",2,13,2100 30th St,Boulder,CO,-105.252803,40.021816,Boulder,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IkYkPhrRaY9sL313VkSA3g,8,5,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.0,0.0,0.0,0.0,The Bounce Place Boulder,"Event Planning & Services, Active Life, Party Equipment Rentals, Kids Activities, Indoor Playcentre",4,10,1711 29th St,Boulder,CO,-105.257037,40.0177064,Boulder,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CmZowrbOsiRKAauq73irhQ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Coal Creek Coffee & Books,"Breakfast & Brunch, Sandwiches, Pizza, Food, Coffee & Tea, Restaurants",4,8,30509 Hwy 72,Golden,CO,-105.3464549,39.9040029,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8X_-VQRaDsmZMNr9eRvkGw,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.5,0.0,0.5,0.0,Miles Auto Center,"Auto Repair, Automotive",5,7,3200 Valmont Rd,Boulder,CO,-105.25084,40.0288462,Boulder,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74pjS4HoQYkOLQ2rUMAQ5w,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,East West Wellness,"Acupuncture, Traditional Chinese Medicine, Health & Medical, Nutritionists, Massage Therapy",5,7,"1148 W Dillon Rd, Ste 1",Louisville,CO,-105.167229,39.961009,Boulder,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
_CnUBUjsiTOP9PVsMsf42g,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Chef Bob- Private Chef,"Event Planning & Services, Personal Chefs",5,6,"4600 17th St, Ste 102",Boulder,CO,-105.2762873,40.0592448,Boulder,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3rRWUaxEGVGfq1ebS4JpDg,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0.6666666666666666,0.0,0.3333333333333333,0.0,Passport Health Boulder Travel Clinic,"Doctors, Hotels & Travel, Health & Medical, Travel Services, Medical Centers",4,7,"1840 Folsom St, Ste 301",Boulder,CO,-105.2626759,40.0185996,Boulder,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
YBERlg1O7538QXkvNR4nHA,90,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,1,0,0.9285714285714286,0.0,0.07142857142857142,0.0,Mile High Pho,"Vietnamese, Restaurants, Juice Bars & Smoothies, Asian Fusion, Noodles, Food",4,106,1100 W Dillon Rd,Louisville,CO,-105.166467,39.9612135,Boulder,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
axJDir8LN_DEA7blsYn70Q,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Industrious Boulder,"Home Services, Shared Office Spaces, Real Estate",5,9,"1919 14th Street, Ste 700",Boulder,CO,-105.277335,40.0176949,Boulder,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
VxWmnLmBWw6iFjasBuQb8A,17,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0.75,0.0,0.25,0.0,College Student Storage,"Movers, Education, Colleges & Universities, Self Storage, Local Services, Home Services",2,21,,Boulder,CO,-105.2078656,40.04068346,Boulder,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
ixOKLpd2qWjq7pcIZyVa3w,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Dogma Catma Pet Sitting,"Pets, Pet Services, Dog Walkers, Pet Sitting",5,5,"1750 30th St, Ste 1",Boulder,CO,-105.2526539,40.0173096,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
NPkL87KO2_seRQx6qXLlsg,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Salon Picasso Hair Studio,"Beauty & Spas, Hair Salons",4,7,"489 N US Hwy 287, Ste 120",Lafayette,CO,-105.103714,40.00189,Boulder,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ZgSbKVMTylT8MUDtVkzhJw,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,Gonzalez Upholstery,"Furniture Repair, Local Services, Furniture Reupholstery",4,9,"6395 Gunpark Dr, Ste N",Boulder,CO,-105.2040068,40.07048954,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
eg2TYRNXD_JZgL0A_N5q4g,26,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.0,0.0,0.5,Boulder Valley Transfer,"Movers, Home Services",4,25,481 S Arthur Ave,Louisville,CO,-105.1236419,39.9617696,Boulder,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tXL9t0aC5oj3a9rOuPTiwQ,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1000 Degrees Neapolitan Pizzeria,"Pizza, Restaurants",4,9,"1310 College Ave, Ste 270",Boulder,CO,-105.2759597,40.0071181,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
AXkpJ57J8HuQ5dW3DlIYqQ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Vertical Fusion,"Active Life, Fitness & Instruction, Dance Studios",5,5,"6655 Arapahoe Rd, Ste E",Boulder,CO,-105.1985475,40.0151733,Boulder,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
YaA_HaQjhWqQ-6J8tYIQrA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Red Star Vapor,"Shopping, Vape Shops",4,6,3370 Arapahoe Ave,Boulder,CO,-105.2494157,40.0143485,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
hyxXsZq5--jaVcGR5SIKsA,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,Boulder Brew Tours,"Tours, Hotels & Travel",5,8,2027 13th St,Boulder,CO,-105.2790591,40.0188342,Boulder,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
NuBbjnVlzEV_tm88eTAZjA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Akiyama Sushi Bar & Grill,"Sushi Bars, Restaurants",3,11,"6525 Gunpark Dr, Ste 330",Boulder,CO,-105.2009029,40.0702353,Boulder,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Tsz5UGWNFm2FO4NPHiJBIw,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1.0,0.0,0.0,0.0,Smiley and Associates,"Home Services, Property Management, Real Estate",2,7,3600 Table Mesa Dr,Boulder,CO,-105.2511143,39.9835993,Boulder,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
